"Nom de l'annonce","Produit","Créateur","Type de contenu","Angle marketing","Hook","Audience","Mois","Nom Ad Set","Nom Campagne","Statut","Date de lancement","Personnes touchées","Impressions","Fréquence","Clics","Conversions (achats)","Budget dépensé (€)","Revenu estimé (€)","ROAS","CPM (€)","Coût par clic (€)","Taux de clic (%)","Coût par conversion (€)","Taux de conversion (%)","Hook rate (%)","Panier moyen (€)","Lien aperçu","ID Ad Set","ID Annonce"
"Vitamine D3+K2 - Image statique - Le matin parfait commence par.... - 441","Vitamine D3+K2","Lily_Nutrition","Image statique","Bien-être général","Le matin parfait commence par...","Intérêt Nutrition","Août 2025","Intérêt Nutrition - Vitamine D3+K2","Campagne Vitamine D3+K2 Août 2025","En pause","2025-08-20","163038","257250","1.58","5552","716","4018.64","99456.24","24.75","15.62","0.72","2.16","5.61","12.9","57.07","138.91","https://www.facebook.com/ads/library/?id=ad_938727","as_141285","ad_938727"
"Vitamine D3+K2 - Témoignage - Pourquoi j'ai changé d'avis su... - 442","Vitamine D3+K2","Emma_Health","Témoignage","Anti-fatigue","Pourquoi j'ai changé d'avis sur les compléments","18-24 ans Étudiants","Octobre 2025","18-24 ans Étudiants - Vitamine D3+K2","Campagne Vitamine D3+K2 Octobre 2025","Archivée","2025-10-08","137953","224766","1.63","10320","7","3122.74","840.91","0.27","13.89","0.3","4.59","446.11","0.07","33.79","120.13","https://www.facebook.com/ads/library/?id=ad_553033","as_128479","ad_553033"
"AG1 Powder - Témoignage - Les 3 raisons pour lesquelles ... - 443","AG1 Powder","Ben_Recovery","Témoignage","Énergie quotidienne","Les 3 raisons pour lesquelles j'adore","35-44 ans Santé","Septembre 2025","35-44 ans Santé - AG1 Powder","Campagne AG1 Powder Septembre 2025","Archivée","2025-09-17","137635","218133","1.58","4271","69","571.77","6039.13","10.56","2.62","0.13","1.96","8.29","1.62","47.54","87.52","https://www.facebook.com/ads/library/?id=ad_708499","as_925248","ad_708499"
"AG1 Travel Packs - Motion/Vidéo - Mon secret énergie révélé... - 444","AG1 Travel Packs","Sophia_Wellness","Motion/Vidéo","Bien-être général","Mon secret énergie révélé","45-54 ans Wellness","Novembre 2025","45-54 ans Wellness - AG1 Travel Packs","Campagne AG1 Travel Packs Novembre 2025","Arrêtée","2025-11-12","146998","183903","1.25","5758","253","4303.37","21218.54","4.93","23.4","0.75","3.13","17.01","4.39","37.82","83.87","https://www.facebook.com/ads/library/?id=ad_811138","as_668297","ad_811138"
"Vitamine D3+K2 - Podcast - Ce que je prends chaque matin... - 445","Vitamine D3+K2","Olivia_Green","Podcast","Concentration mentale","Ce que je prends chaque matin","25-34 ans Fitness","Novembre 2025","25-34 ans Fitness - Vitamine D3+K2","Campagne Vitamine D3+K2 Novembre 2025","En ligne","2025-11-01","117602","193005","1.64","9157","722","4550.82","56163.11","12.34","23.58","0.5","4.74","6.3","7.88","15.66","77.79","https://www.facebook.com/ads/library/?id=ad_143954","as_232286","ad_143954"
"Omega-3 - Témoignage - Le seul complément dont j'ai b... - 446","Omega-3","Chloe_Clean","Témoignage","Immunité renforcée","Le seul complément dont j'ai besoin","18-24 ans Étudiants","Octobre 2025","18-24 ans Étudiants - Omega-3","Campagne Omega-3 Octobre 2025","Archivée","2025-10-10","229658","346484","1.51","5610","583","2215.53","61509.16","27.76","6.39","0.39","1.62","3.8","10.39","46.67","105.50","https://www.facebook.com/ads/library/?id=ad_132195","as_415337","ad_132195"
"Vitamine D3+K2 - Témoignage - 30 jours de transformation... - 447","Vitamine D3+K2","Zoe_Energy","Témoignage","Concentration mentale","30 jours de transformation","Broad FR","Août 2025","Broad FR - Vitamine D3+K2","Campagne Vitamine D3+K2 Août 2025","Arrêtée","2025-08-07","146044","230294","1.58","8040","465","1418.36","51722.26","36.47","6.16","0.18","3.49","3.05","5.78","41.84","111.23","https://www.facebook.com/ads/library/?id=ad_451253","as_197065","ad_451253"
"Abonnement - Motion/Vidéo - 30 jours de transformation... - 448","Abonnement","Zoe_Energy","Motion/Vidéo","Nutrition optimale","30 jours de transformation","Retargeting 30j","Août 2025","Retargeting 30j - Abonnement","Campagne Abonnement Août 2025","Arrêtée","2025-08-09","161132","236991","1.47","7877","830","2049.14","122004.84","59.54","8.65","0.26","3.32","2.47","10.54","32.79","146.99","https://www.facebook.com/ads/library/?id=ad_227717","as_155565","ad_227717"
"Shaker - Image statique - Le matin parfait commence par.... - 449","Shaker","—","Image statique","Santé digestive","Le matin parfait commence par...","45-54 ans Wellness","Juillet 2025","45-54 ans Wellness - Shaker","Campagne Shaker Juillet 2025","En pause","2025-07-19","14950","22267","1.49","177","15","4681.73","1494.32","0.32","210.25","26.45","0.79","312.12","8.47","45.4","99.62","https://www.facebook.com/ads/library/?id=ad_663188","as_430109","ad_663188"
"Vitamine D3+K2 - UGC - Ce que je prends chaque matin... - 450","Vitamine D3+K2","Ethan_Fuel","UGC","Énergie quotidienne","Ce que je prends chaque matin","Intérêt Nutrition","Août 2025","Intérêt Nutrition - Vitamine D3+K2","Campagne Vitamine D3+K2 Août 2025","En ligne","2025-08-12","187135","227249","1.21","1879","189","3886.11","15735.24","4.05","17.1","2.07","0.83","20.56","10.06","46.5","83.26","https://www.facebook.com/ads/library/?id=ad_414515","as_756621","ad_414515"
"Vitamine D3+K2 - UGC - Mon secret énergie révélé... - 451","Vitamine D3+K2","Lily_Nutrition","UGC","Bien-être général","Mon secret énergie révélé","Broad FR","Novembre 2025","Broad FR - Vitamine D3+K2","Campagne Vitamine D3+K2 Novembre 2025","En pause","2025-11-20","109075","126370","1.16","2285","302","203.51","35791.57","175.88","1.61","0.09","1.81","0.67","13.22","41.39","118.52","https://www.facebook.com/ads/library/?id=ad_223132","as_476572","ad_223132"
"Shaker - Motion/Vidéo - Pourquoi j'ai changé d'avis su... - 452","Shaker","Emma_Health","Motion/Vidéo","Santé digestive","Pourquoi j'ai changé d'avis sur les compléments","Retargeting 30j","Juillet 2025","Retargeting 30j - Shaker","Campagne Shaker Juillet 2025","En ligne","2025-07-24","215401","351644","1.63","12345","1661","4690.22","173296.58","36.95","13.34","0.38","3.51","2.82","13.45","55.02","104.33","https://www.facebook.com/ads/library/?id=ad_486284","as_977385","ad_486284"
"Abonnement - UGC - Le seul complément dont j'ai b... - 453","Abonnement","Olivia_Green","UGC","Bien-être général","Le seul complément dont j'ai besoin","Retargeting 30j","Novembre 2025","Retargeting 30j - Abonnement","Campagne Abonnement Novembre 2025","Arrêtée","2025-11-14","44101","59467","1.35","88","1","667.66","70.35","0.11","11.23","7.59","0.15","667.66","1.14","26.65","70.35","https://www.facebook.com/ads/library/?id=ad_551372","as_151730","ad_551372"
"Omega-3 - Témoignage - Pourquoi j'ai changé d'avis su... - 454","Omega-3","Ethan_Fuel","Témoignage","Santé digestive","Pourquoi j'ai changé d'avis sur les compléments","Intérêt Nutrition","Août 2025","Intérêt Nutrition - Omega-3","Campagne Omega-3 Août 2025","En ligne","2025-08-07","158317","221454","1.4","4671","519","4742.93","73996.84","15.6","21.42","1.02","2.11","9.14","11.11","54.48","142.58","https://www.facebook.com/ads/library/?id=ad_453735","as_515296","ad_453735"
"Abonnement - UGC - Mon secret énergie révélé... - 455","Abonnement","Lily_Nutrition","UGC","Énergie quotidienne","Mon secret énergie révélé","Intérêt Nutrition","Juillet 2025","Intérêt Nutrition - Abonnement","Campagne Abonnement Juillet 2025","Archivée","2025-07-03","86409","118824","1.38","2371","103","1924.28","6953.03","3.61","16.19","0.81","2","18.68","4.34","53.78","67.51","https://www.facebook.com/ads/library/?id=ad_723004","as_380621","ad_723004"
"AG1 Travel Packs - Image statique - Ce que je prends chaque matin... - 456","AG1 Travel Packs","Ava_Balance","Image statique","Performance sportive","Ce que je prends chaque matin","Broad FR","Septembre 2025","Broad FR - AG1 Travel Packs","Campagne AG1 Travel Packs Septembre 2025","Archivée","2025-09-27","64462","99190","1.54","2630","51","1693.66","7193.33","4.25","17.07","0.64","2.65","33.21","1.94","36.44","141.05","https://www.facebook.com/ads/library/?id=ad_987009","as_248335","ad_987009"
"AG1 Travel Packs - Podcast - 30 jours de transformation... - 457","AG1 Travel Packs","Chloe_Clean","Podcast","Concentration mentale","30 jours de transformation","18-24 ans Étudiants","Juillet 2025","18-24 ans Étudiants - AG1 Travel Packs","Campagne AG1 Travel Packs Juillet 2025","En ligne","2025-07-13","268330","399647","1.49","11543","1675","2570.08","158851.08","61.81","6.43","0.22","2.89","1.53","14.51","40.9","94.84","https://www.facebook.com/ads/library/?id=ad_316660","as_194571","ad_316660"
"AG1 Travel Packs - Témoignage - Pourquoi j'ai changé d'avis su... - 458","AG1 Travel Packs","Max_Performance","Témoignage","Performance sportive","Pourquoi j'ai changé d'avis sur les compléments","LAL Purchasers","Août 2025","LAL Purchasers - AG1 Travel Packs","Campagne AG1 Travel Packs Août 2025","En ligne","2025-08-28","211089","312399","1.48","15059","1481","4803.67","216033.26","44.97","15.38","0.32","4.82","3.24","9.83","38.58","145.87","https://www.facebook.com/ads/library/?id=ad_315392","as_400036","ad_315392"
"AG1 Travel Packs - Témoignage - 30 jours de transformation... - 459","AG1 Travel Packs","Lucas_Active","Témoignage","Nutrition optimale","30 jours de transformation","Retargeting 30j","Juillet 2025","Retargeting 30j - AG1 Travel Packs","Campagne AG1 Travel Packs Juillet 2025","Archivée","2025-07-06","69490","83140","1.2","3377","187","1339.03","15338.45","11.45","16.11","0.4","4.06","7.16","5.54","20.38","82.02","https://www.facebook.com/ads/library/?id=ad_813235","as_187273","ad_813235"
"Abonnement - Podcast - Je ne peux plus m'en passer... - 460","Abonnement","Sophia_Wellness","Podcast","Nutrition optimale","Je ne peux plus m'en passer","Intérêt Nutrition","Juillet 2025","Intérêt Nutrition - Abonnement","Campagne Abonnement Juillet 2025","En ligne","2025-07-05","206769","245173","1.19","2056","296","2535.66","36215.26","14.28","10.34","1.23","0.84","8.57","14.4","49.83","122.35","https://www.facebook.com/ads/library/?id=ad_451090","as_827327","ad_451090"
"Vitamine D3+K2 - Motion/Vidéo - Pourquoi j'ai changé d'avis su... - 461","Vitamine D3+K2","Ethan_Fuel","Motion/Vidéo","Nutrition optimale","Pourquoi j'ai changé d'avis sur les compléments","45-54 ans Wellness","Septembre 2025","45-54 ans Wellness - Vitamine D3+K2","Campagne Vitamine D3+K2 Septembre 2025","Arrêtée","2025-09-16","101068","126560","1.25","3984","34","4151.64","4138.64","1","32.8","1.04","3.15","122.11","0.85","22.38","121.72","https://www.facebook.com/ads/library/?id=ad_504716","as_271636","ad_504716"
"Omega-3 - Motion/Vidéo - 30 jours de transformation... - 462","Omega-3","Emma_Health","Motion/Vidéo","Santé digestive","30 jours de transformation","LAL Purchasers","Juillet 2025","LAL Purchasers - Omega-3","Campagne Omega-3 Juillet 2025","Archivée","2025-07-25","133037","155992","1.17","5122","394","4760.54","28294.05","5.94","30.52","0.93","3.28","12.08","7.69","48.09","71.81","https://www.facebook.com/ads/library/?id=ad_364133","as_368575","ad_364133"
"AG1 Travel Packs - Image statique - Pourquoi j'ai changé d'avis su... - 463","AG1 Travel Packs","Emma_Health","Image statique","Énergie quotidienne","Pourquoi j'ai changé d'avis sur les compléments","Intérêt Nutrition","Octobre 2025","Intérêt Nutrition - AG1 Travel Packs","Campagne AG1 Travel Packs Octobre 2025","En pause","2025-10-20","133990","187924","1.4","389","6","859.95","593.37","0.69","4.58","2.21","0.21","143.32","1.54","56.31","98.90","https://www.facebook.com/ads/library/?id=ad_121391","as_365664","ad_121391"
"Abonnement - Témoignage - Le matin parfait commence par.... - 464","Abonnement","Max_Performance","Témoignage","Performance sportive","Le matin parfait commence par...","Intérêt Nutrition","Novembre 2025","Intérêt Nutrition - Abonnement","Campagne Abonnement Novembre 2025","Arrêtée","2025-11-13","149303","189020","1.27","8025","354","3977.03","21753.74","5.47","21.04","0.5","4.25","11.23","4.41","20.1","61.45","https://www.facebook.com/ads/library/?id=ad_935168","as_179538","ad_935168"
"Omega-3 - UGC - Je ne peux plus m'en passer... - 465","Omega-3","Lucas_Active","UGC","Performance sportive","Je ne peux plus m'en passer","45-54 ans Wellness","Août 2025","45-54 ans Wellness - Omega-3","Campagne Omega-3 Août 2025","Archivée","2025-08-03","194043","264420","1.36","11734","935","1570.87","81101.90","51.63","5.94","0.13","4.44","1.68","7.97","23.96","86.74","https://www.facebook.com/ads/library/?id=ad_936107","as_329404","ad_936107"
"Vitamine D3+K2 - Podcast - Le matin parfait commence par.... - 466","Vitamine D3+K2","Jake_Strong","Podcast","Performance sportive","Le matin parfait commence par...","Intérêt Nutrition","Septembre 2025","Intérêt Nutrition - Vitamine D3+K2","Campagne Vitamine D3+K2 Septembre 2025","En ligne","2025-09-02","80486","109423","1.36","3879","413","1442.14","47995.36","33.28","13.18","0.37","3.54","3.49","10.65","35.03","116.21","https://www.facebook.com/ads/library/?id=ad_704283","as_573318","ad_704283"
"Abonnement - Témoignage - Le seul complément dont j'ai b... - 467","Abonnement","Sophia_Wellness","Témoignage","Immunité renforcée","Le seul complément dont j'ai besoin","Retargeting 30j","Septembre 2025","Retargeting 30j - Abonnement","Campagne Abonnement Septembre 2025","En pause","2025-09-03","161637","200861","1.24","3573","442","2070.56","32016.97","15.46","10.31","0.58","1.78","4.68","12.37","16.04","72.44","https://www.facebook.com/ads/library/?id=ad_667363","as_472607","ad_667363"
"Vitamine D3+K2 - Image statique - Pourquoi j'ai changé d'avis su... - 468","Vitamine D3+K2","Chloe_Clean","Image statique","Performance sportive","Pourquoi j'ai changé d'avis sur les compléments","Intérêt Nutrition","Juillet 2025","Intérêt Nutrition - Vitamine D3+K2","Campagne Vitamine D3+K2 Juillet 2025","En pause","2025-07-06","180933","208535","1.15","5042","667","4641.44","74379.97","16.03","22.26","0.92","2.42","6.96","13.23","26.93","111.51","https://www.facebook.com/ads/library/?id=ad_486400","as_382767","ad_486400"
"Omega-3 - UGC - Le seul complément dont j'ai b... - 469","Omega-3","Lucas_Active","UGC","Immunité renforcée","Le seul complément dont j'ai besoin","Retargeting 30j","Juillet 2025","Retargeting 30j - Omega-3","Campagne Omega-3 Juillet 2025","En pause","2025-07-23","329706","439289","1.33","7261","852","1130.78","101507.55","89.77","2.57","0.16","1.65","1.33","11.73","25.74","119.14","https://www.facebook.com/ads/library/?id=ad_944670","as_795697","ad_944670"
"AG1 Travel Packs - UGC - Je ne peux plus m'en passer... - 470","AG1 Travel Packs","Emma_Health","UGC","Santé digestive","Je ne peux plus m'en passer","18-24 ans Étudiants","Août 2025","18-24 ans Étudiants - AG1 Travel Packs","Campagne AG1 Travel Packs Août 2025","En ligne","2025-08-16","162438","228600","1.41","4949","172","3000.02","11429.18","3.81","13.12","0.61","2.16","17.44","3.48","46.98","66.45","https://www.facebook.com/ads/library/?id=ad_594930","as_513996","ad_594930"
"Shaker - Podcast - Les 3 raisons pour lesquelles ... - 471","Shaker","Jake_Strong","Podcast","Santé digestive","Les 3 raisons pour lesquelles j'adore","45-54 ans Wellness","Septembre 2025","45-54 ans Wellness - Shaker","Campagne Shaker Septembre 2025","En pause","2025-09-10","199637","292400","1.46","8129","733","106.15","86324.00","813.22","0.36","0.01","2.78","0.14","9.02","38.54","117.77","https://www.facebook.com/ads/library/?id=ad_355956","as_882074","ad_355956"
"Shaker - UGC - Le seul complément dont j'ai b... - 472","Shaker","Jake_Strong","UGC","Santé digestive","Le seul complément dont j'ai besoin","LAL Purchasers","Juillet 2025","LAL Purchasers - Shaker","Campagne Shaker Juillet 2025","Arrêtée","2025-07-20","273381","355057","1.3","972","82","845.81","5916.32","6.99","2.38","0.87","0.27","10.31","8.44","56.73","72.15","https://www.facebook.com/ads/library/?id=ad_619602","as_232392","ad_619602"
"AG1 Powder - Image statique - Je ne peux plus m'en passer... - 473","AG1 Powder","Marcus_Fit","Image statique","Concentration mentale","Je ne peux plus m'en passer","Broad FR","Octobre 2025","Broad FR - AG1 Powder","Campagne AG1 Powder Octobre 2025","En pause","2025-10-09","225338","267328","1.19","6847","103","3769.16","7288.23","1.93","14.1","0.55","2.56","36.59","1.5","54.64","70.76","https://www.facebook.com/ads/library/?id=ad_205747","as_344050","ad_205747"
"Omega-3 - Podcast - Les 3 raisons pour lesquelles ... - 474","Omega-3","Lily_Nutrition","Podcast","Bien-être général","Les 3 raisons pour lesquelles j'adore","25-34 ans Fitness","Novembre 2025","25-34 ans Fitness - Omega-3","Campagne Omega-3 Novembre 2025","Arrêtée","2025-11-16","221796","253134","1.14","6041","144","3951.84","8799.65","2.23","15.61","0.65","2.39","27.44","2.38","31.35","61.11","https://www.facebook.com/ads/library/?id=ad_499830","as_694898","ad_499830"
"Bundle Complet - Témoignage - Mon secret énergie révélé... - 475","Bundle Complet","Ben_Recovery","Témoignage","Nutrition optimale","Mon secret énergie révélé","18-24 ans Étudiants","Octobre 2025","18-24 ans Étudiants - Bundle Complet","Campagne Bundle Complet Octobre 2025","Arrêtée","2025-10-04","299874","430640","1.44","7649","1015","1966.78","114487.79","58.21","4.57","0.26","1.78","1.94","13.27","39.16","112.80","https://www.facebook.com/ads/library/?id=ad_919895","as_905262","ad_919895"
"Vitamine D3+K2 - Témoignage - 30 jours de transformation... - 476","Vitamine D3+K2","Marcus_Fit","Témoignage","Anti-fatigue","30 jours de transformation","35-44 ans Santé","Août 2025","35-44 ans Santé - Vitamine D3+K2","Campagne Vitamine D3+K2 Août 2025","Arrêtée","2025-08-17","80152","92145","1.15","3322","236","3214.37","20485.12","6.37","34.88","0.97","3.61","13.62","7.1","42.89","86.80","https://www.facebook.com/ads/library/?id=ad_866461","as_231968","ad_866461"
